Unnamed: 0,Cuentas,AVLA 06 / 2019,BAN TATTERSALL 06 / 2019,BCI 06 / 2019,CONTEMPORA 06 / 2019,DANK 06 / 2019,ECR OSORNO 06 / 2019,ELOY 06 / 2019,FINMAS 06 / 2019,LARRAIN VIAL 06 / 2019,LATAM TRADE CAPITAL 06 / 2019,MOONK 06 / 2019,NUEVO CAPITAL 06 / 2019,TANNER 06 / 2019,Fecha
1,RUT,76.268.236-2,76.977.670-2,76.466.468-K,76.686.240-3,76.249.106-0,76.030.732-7,76.389.487-8,76.609.787-1,99.587.310-9,76.148.647-0,76.727.442-4,76.899.853-1,76.313.350-8,Junio de 2019
2,Razón social,AVLA,BAN TATTERSALL,BCI,CONTEMPORA,DANK,ECR OSORNO,ELOY,FINMAS,LARRAIN VIAL,LATAM TRADE CAPITAL,MOONK,NUEVO CAPITAL,TANNER,Junio de 2019
3,,,,,,,,,,,,,,,Junio de 2019
4,Estado de situación financiera,,,,,,,,,,,,,,Junio de 2019
5,Activos,,,,,,,,,,,,,,Junio de 2019
6,11.01.00 Efectivo y efectivo equivalente,280836,74469,9752,966381,18017,228530,272022,281247,1312547,23384,141254,343395,687798,Junio de 2019
7,11.02.00 Instrumentos financieros,0,0,0,0,200645,0,0,0,1000000,0,0,0,418815,Junio de 2019
8,11.02.10 A valor razonable - Cartera propia disponible,0,0,0,0,200645,0,0,0,1000000,0,0,0,418815,Junio de 2019
9,11.02.11 Renta variable (IRV),,,,0,200645,,,,1000000,,,,,Junio de 2019
10,11.02.12 Renta fija e Intermediación Financiera (IRF e IIF),,,0,,,,,,,0,,,418815,Junio de 2019
11,11.02.20 A valor razonable - Cartera propia comprometida,0,0,0,0,0,0,0,0,0,0,0,0,0,Junio de 2019
12,11.02.21 Renta variable,,,,,,,,,,0,,,,Junio de 2019
13,11.02.22 Renta fija e Intermediación Financiera,,,,,,,,,,0,,,,Junio de 2019
14,11.02.30 A valor razonable - Instrumentos financieros derivados,,,,,,,,,,0,,,,Junio de 2019
15,11.02.40 A costo amortizado - Cartera propia disponible,,,,,,,,,,0,,,,Junio de 2019
16,11.02.50 A costo amortizado - Cartera propia comprometida,,,,,,,,,,0,,,,Junio de 2019
17,11.02.60 A costo amortizado - Operaciones de financiamiento,0,0,0,0,0,0,0,0,0,0,0,0,0,Junio de 2019
18,11.02.61 Operaciones de compra con retroventa sobre IRV,,,,,,,,,,0,,,,Junio de 2019
19,11.02.62 Operaciones de compra con retroventa sobre IRF e IIF,,,,,,,,,,0,,,,Junio de 2019
20,11.02.63 Otras,,,,,,,,,,0,,,,Junio de 2019
21,11.03.00 Productos,0,154221,9526514,0,0,114566,0,0,330719,1035882,0,0,0,Junio de 2019
